,ar,bg,bn,ca,ckb,cs,cy,da,de,el,en,es,et,eu,fa,fi,fr,gu,hi,ht,hu,in,is,it,iw,ja,ka,kn,ko,lt,lv,ml,mr,my,ne,nl,no,or,pa,pl,ps,pt,ro,ru,si,sl,sr,sv,ta,te,th,tl,tr,uk,und,ur,vi,zh,unique_users,row_count,text_duplicated_count,date,ar_dupl,bg_dupl,bn_dupl,ca_dupl,ckb_dupl,cs_dupl,cy_dupl,da_dupl,de_dupl,el_dupl,en_dupl,es_dupl,et_dupl,eu_dupl,fa_dupl,fi_dupl,fr_dupl,gu_dupl,hi_dupl,ht_dupl,hu_dupl,in_dupl,is_dupl,it_dupl,iw_dupl,ja_dupl,ka_dupl,kn_dupl,ko_dupl,lt_dupl,lv_dupl,ml_dupl,mr_dupl,my_dupl,ne_dupl,nl_dupl,no_dupl,or_dupl,pa_dupl,pl_dupl,ps_dupl,pt_dupl,ro_dupl,ru_dupl,si_dupl,sl_dupl,sr_dupl,sv_dupl,ta_dupl,te_dupl,th_dupl,tl_dupl,tr_dupl,uk_dupl,und_dupl,ur_dupl,vi_dupl,zh_dupl,am,am_dupl,hy,sd,hy_dupl,sd_dupl,km,km_dupl,dv,dv_dupl,lo,lo_dupl,ug,ug_dupl
123,327,112,66,855,0.0,195,17.0,95,9342,281,98273,11227,208,54,86,332,10111,42,327,230,17.0,492,30.0,8061,66,1250,35.0,30,78,57,83,6.0,11.0,14.0,5.0,600,152,7.0,8.0,547,5.0,622,621,1876,2.0,49,44.0,180,53,31.0,269,67,709,4208,10652,196,149,156,72502,163629,107626,2023-03-09,97,64,0,753,0.0,97,4.0,19,5832,143,68416,8872,86,4,35,113,7793,2,104,135,3.0,189,0.0,6119,2,854,8.0,1,25,4,41,0.0,5.0,12.0,0.0,289,115,3.0,0.0,260,0.0,279,449,778,0.0,17,11.0,60,15,0.0,156,12,241,1202,3773,72,32,28,2.0,2.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,95,11,10,44,0.0,38,2.0,11,614,156,11833,3583,34,21,17,21,1455,10,29,26,5.0,198,6.0,4007,20,33,7.0,4,8,12,12,1.0,0.0,0.0,1.0,70,11,0.0,0.0,118,0.0,185,76,624,1.0,12,7.0,14,5,7.0,60,12,229,1461,1100,13,93,46,12045,26468,14076,2023-04-26,59,1,0,16,0.0,10,0.0,2,444,72,5434,2875,3,2,0,9,1162,0,5,4,2.0,31,0.0,3044,0,5,0.0,0,1,0,0,0.0,0.0,0.0,0.0,28,1,0.0,0.0,78,0.0,93,29,192,0.0,2,0.0,1,1,0.0,8,0,152,11,260,0,33,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,117,43,51,105,0.0,92,17.0,78,2594,101,23808,1687,104,52,47,147,1996,30,237,60,13.0,283,26.0,6198,58,316,19.0,27,45,42,37,3.0,10.0,0.0,3.0,306,47,2.0,9.0,286,1.0,302,97,1158,2.0,28,23.0,119,44,29.0,79,68,294,2525,5390,65,82,222,21686,49628,535,2023-02-06,1,0,0,0,0.0,6,0.0,2,7,0,249,2,1,0,0,3,2,0,0,0,0.0,0,0.0,39,0,8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,0.0,0,0.0,0,0,0.0,0,0,4,0,207,0,0,3,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,248,31,46,199,1.0,118,13.0,71,8791,251,73966,8550,90,51,37,150,9072,51,731,66,30.0,360,25.0,4616,59,325,24.0,38,112,31,39,8.0,8.0,3.0,2.0,304,42,2.0,7.0,644,1.0,649,173,1639,4.0,33,23.0,169,77,49.0,1313,72,393,3281,11689,91,243,163,61397,129280,86455,2023-04-11,106,3,3,119,0.0,52,0.0,6,6890,101,49910,6976,4,5,2,57,7545,3,472,0,10.0,56,0.0,3594,7,138,0.0,2,13,2,7,0.0,2.0,2.0,0.0,136,2,0.0,0.0,475,0.0,367,66,683,0.0,2,1.0,95,13,3.0,1240,17,199,848,6069,22,103,24,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,103,27,45,86,0.0,98,11.0,56,3106,72,19199,1266,83,58,57,158,2494,25,263,56,15.0,215,22.0,3207,39,272,23.0,21,35,20,36,2.0,4.0,4.0,1.0,195,41,0.0,3.0,219,3.0,292,88,880,0.0,32,27.0,113,49,24.0,63,46,291,2179,3579,53,41,121,16541,39518,287,2023-01-28,2,0,0,0,0.0,8,0.0,0,13,0,166,9,1,0,0,0,4,0,2,0,0.0,0,0.0,13,0,5,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1,0.0,1,1,0,0.0,0,0.0,0,0,0.0,0,0,0,0,59,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,42,6,15,77,0.0,24,6.0,22,1134,34,14232,3669,40,22,15,39,1197,7,72,26,3.0,106,5.0,760,19,85,6.0,11,19,8,15,2.0,3.0,1.0,2.0,111,7,0.0,0.0,41,0.0,87,56,223,0.0,10,7.0,55,26,16.0,60,36,103,198,2118,48,26,15,15572,24970,14571,2023-06-07,9,0,1,60,0.0,10,2.0,5,534,2,8628,3293,14,1,3,11,728,1,11,6,0.0,8,0.0,459,0,7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25,1,0.0,0.0,1,0.0,13,18,65,0.0,1,0.0,25,0,0.0,35,9,36,64,456,29,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,103,30,55,79,0.0,94,7.0,41,2858,139,34280,4142,75,63,55,65,7673,34,1104,51,4.0,276,20.0,2610,64,303,19.0,30,27,66,20,5.0,16.0,0.0,1.0,207,29,32.0,7.0,126,3.0,282,85,510,0.0,35,23.0,54,440,65.0,61,26,160,371,2563,122,129,59,32339,59802,42660,2023-06-03,32,1,8,50,0.0,68,3.0,8,1932,54,25200,3545,9,8,17,20,6873,4,909,3,1.0,76,0.0,2009,0,155,0.0,0,2,30,0,3.0,4.0,0.0,0.0,79,4,21.0,5.0,33,2.0,89,14,69,0.0,3,0.0,4,386,29.0,12,1,76,100,638,40,26,5,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,112,43,41,96,1.0,66,14.0,103,1853,113,22219,1483,147,31,48,115,2035,34,240,62,5.0,268,12.0,1009,55,279,15.0,30,36,35,24,11.0,5.0,2.0,7.0,206,38,1.0,14.0,226,2.0,222,113,999,0.0,37,25.0,84,63,28.0,73,62,220,2352,3954,81,83,166,15304,39702,827,2023-01-04,2,0,0,3,0.0,0,0.0,0,3,0,579,4,1,0,0,1,14,0,3,0,0.0,0,0.0,0,0,5,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2,0.0,5,0,1,0.0,0,0.0,0,0,0.0,0,0,2,1,197,0,0,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
131,138,41,49,83,0.0,87,9.0,103,3212,141,23734,1712,102,41,46,182,2324,54,525,79,18.0,371,26.0,1788,58,341,25.0,45,44,37,46,11.0,27.0,2.0,3.0,302,57,6.0,3.0,292,0.0,344,111,1090,1.0,40,29.0,146,75,41.0,84,94,432,2496,5046,170,54,228,21352,46649,353,2023-02-02,0,0,0,0,0.0,9,0.0,0,9,0,109,3,0,0,0,1,1,0,3,0,0.0,0,0.0,1,0,9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,4,1,0,0.0,0,0.0,1,0,0.0,0,7,0,0,195,0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,242,34,81,110,1.0,65,8.0,35,1124,172,25194,5515,496,46,87,42,1350,31,687,73,3.0,572,17.0,1851,37,134,13.0,18,27,25,18,6.0,13.0,0.0,0.0,204,57,4.0,10.0,112,9.0,347,126,758,0.0,21,20.0,38,57,51.0,179,179,330,1681,4916,348,150,71,26113,47798,12105,2023-04-22,36,6,3,26,0.0,12,0.0,0,142,69,4297,4435,3,4,2,1,382,0,5,0,0.0,9,0.0,1236,0,3,0.0,0,0,0,0,0.0,0.0,0.0,0.0,77,0,0.0,0.0,48,0.0,68,51,138,0.0,0,0.0,0,0,0.0,6,14,67,126,804,7,28,0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,115,57,41,153,0.0,181,9.0,75,6157,181,73241,6446,116,58,55,223,5654,45,202,70,16.0,330,26.0,3412,52,497,20.0,29,81,19,42,11.0,4.0,1.0,3.0,330,60,4.0,6.0,440,0.0,479,145,1724,1.0,27,43.0,99,73,23.0,151,66,511,3065,7380,76,175,113,53099,112621,76495,2023-04-15,47,12,0,59,0.0,110,3.0,21,4550,87,52838,5019,24,10,3,122,4475,0,61,3,6.0,50,2.0,2575,3,285,0.0,1,11,0,12,1.0,0.0,0.0,0.0,169,23,0.0,0.0,275,0.0,208,76,955,0.0,9,2.0,13,10,1.0,89,4,366,1302,2501,26,65,11,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,171,41,32,244,0.0,213,20.0,71,6792,390,74072,6918,187,56,53,212,9834,30,227,92,18.0,368,27.0,4278,62,728,19.0,30,50,22,49,3.0,46.0,4.0,4.0,317,46,0.0,11.0,629,9.0,604,318,2063,0.0,36,27.0,109,55,36.0,140,81,311,3005,7056,67,223,142,54037,120661,78959,2023-03-12,52,8,1,88,0.0,92,5.0,7,4477,273,50697,5258,90,15,4,65,8090,1,63,18,7.0,58,1.0,3222,15,394,0.0,0,9,1,18,0.0,41.0,2.0,0.0,148,6,0.0,0.0,354,6.0,337,209,1125,0.0,9,1.0,20,2,0.0,84,11,106,761,2589,31,54,28,5.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0
135,246,34,35,190,0.0,143,19.0,93,6713,247,83337,7180,192,102,118,146,15948,43,338,114,23.0,452,18.0,5670,51,734,29.0,27,66,36,76,12.0,18.0,3.0,5.0,273,39,3.0,8.0,515,2.0,567,181,1917,0.0,33,44.0,110,65,46.0,124,78,649,2425,6115,230,189,149,65042,136230,94111,2023-03-25,112,4,0,80,0.0,78,7.0,20,4514,122,59520,5413,73,49,43,30,14168,0,108,21,9.0,142,0.0,4345,0,365,0.0,0,9,9,38,0.0,5.0,1.0,0.0,93,10,0.0,1.0,342,1.0,265,85,1126,0.0,4,6.0,14,2,1.0,82,7,318,589,1707,100,41,30,3.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,258,65,49,120,0.0,124,43.0,98,8067,381,83035,6723,168,68,79,221,13164,41,388,71,7.0,390,27.0,5596,73,776,15.0,26,39,38,91,4.0,21.0,6.0,1.0,572,51,5.0,10.0,616,2.0,577,289,1822,1.0,53,31.0,150,185,41.0,230,89,383,3428,6799,82,133,253,65483,136083,93056,2023-03-05,93,20,0,26,0.0,36,20.0,29,5324,269,59778,5152,73,19,24,52,11306,1,170,9,2.0,109,0.0,4306,16,319,0.0,0,5,1,59,0.0,7.0,5.0,0.0,295,10,0.0,0.0,326,0.0,306,162,883,0.0,21,4.0,48,113,8.0,157,17,144,964,2236,24,60,47,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,36,13,13,33,0.0,46,2.0,9,307,44,8039,5961,31,50,13,11,754,8,37,15,1.0,140,5.0,1975,21,40,7.0,10,12,7,11,0.0,4.0,0.0,0.0,49,9,0.0,0.0,58,0.0,128,61,422,0.0,4,6.0,14,6,4.0,24,10,69,1832,629,11,79,18,10499,21088,12426,2023-05-25,16,0,1,19,0.0,12,0.0,1,170,13,4395,5213,2,28,0,3,569,0,15,0,0.0,41,0.0,1488,0,8,0.0,0,1,0,0,0.0,2.0,0.0,0.0,19,0,0.0,0.0,23,0.0,80,20,4,0.0,0,0.0,1,0,0.0,5,0,26,14,218,1,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,289,48,80,194,0.0,145,23.0,129,5657,187,50705,5063,120,62,132,202,4296,84,608,106,17.0,913,18.0,4042,54,1853,20.0,37,2406,53,46,16.0,15.0,10.0,9.0,443,52,5.0,14.0,772,8.0,800,158,1334,3.0,40,30.0,132,106,48.0,811,303,728,2341,8546,628,102,248,43900,95300,2436,2023-02-22,2,0,0,1,0.0,7,0.0,0,17,0,2057,18,0,0,2,0,4,0,4,1,0.0,2,0.0,6,0,8,0.0,0,3,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,4,0.0,2,3,2,0.0,0,0.0,0,0,0.0,6,0,0,1,283,2,0,0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,304,38,39,142,0.0,179,9.0,88,9026,203,86920,8025,136,37,71,173,8969,80,273,74,8.0,356,32.0,5086,65,944,25.0,26,116,61,26,5.0,10.0,0.0,7.0,206,51,7.0,14.0,479,2.0,549,156,1708,0.0,24,36.0,95,59,36.0,138,43,318,2781,6987,233,178,125,62758,135780,95450,2023-04-02,139,2,2,41,0.0,104,1.0,14,6988,102,64670,6014,33,0,14,35,7508,3,90,5,0.0,80,0.0,3989,8,547,3.0,4,11,24,6,0.0,0.0,0.0,1.0,43,9,0.0,4.0,290,0.0,265,61,928,0.0,5,0.0,20,1,1.0,68,2,117,911,2084,131,53,18,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,159,62,55,97,1.0,120,15.0,87,4329,168,27173,2128,112,50,61,193,2320,63,428,81,17.0,299,29.0,1967,38,346,13.0,45,63,38,30,9.0,21.0,0.0,1.0,216,46,2.0,24.0,320,3.0,390,119,1178,2.0,32,25.0,89,65,37.0,59,56,327,2452,5102,144,92,109,21451,51512,431,2023-02-15,1,0,0,0,0.0,9,0.0,0,20,0,179,2,2,0,0,1,6,0,1,0,0.0,0,0.0,6,0,7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,4,2,0,0.0,0,0.0,0,0,0.0,0,0,0,0,190,0,1,0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,196,52,52,104,1.0,102,18.0,110,8550,191,26324,2145,101,63,51,385,2943,24,192,90,13.0,264,23.0,2367,46,457,26.0,23,35,43,38,2.0,5.0,5.0,7.0,430,56,0.0,7.0,393,2.0,383,123,1194,0.0,23,27.0,243,39,22.0,79,57,597,2705,4885,96,74,95,25209,56581,473,2023-01-24,9,0,0,0,0.0,10,0.0,0,39,0,269,4,1,0,0,1,14,0,0,12,0.0,0,0.0,4,0,6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,5,1,0,0.0,0,0.0,3,0,0.0,0,0,0,13,82,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
142,1512,32,32,72,10.0,54,15.0,65,2314,95,20179,1240,101,62,12140,141,1618,28,121,94,12.0,256,17.0,1199,50,263,30.0,19,26,42,36,4.0,3.0,2.0,2.0,182,41,0.0,1.0,229,2.0,218,114,1043,1.0,38,23.0,157,37,32.0,70,46,252,2654,7721,35,85,88,20388,54960,2742,2023-01-13,113,0,0,0,0.0,0,0.0,1,1,0,510,5,0,1,302,2,9,0,1,0,0.0,0,0.0,2,0,4,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,0,12,1777,0,0,0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,48,8,13,39,0.0,40,6.0,23,3558,96,25561,33551,11,4,16,48,3376,6,140,17,7.0,75,0.0,1846,4,207,0.0,2,9,11,6,2.0,2.0,3.0,1.0,371,22,0.0,1.0,135,0.0,496,71,690,6.0,3,6.0,61,27,3.0,28,9,366,343,4538,101,128,35,30289,76194,58189,2023-06-14,9,0,2,21,0.0,16,1.0,11,2576,36,16704,31046,2,4,7,15,2715,0,62,7,2.0,33,0.0,1378,0,75,0.0,0,0,2,0,0.0,0.0,0.0,0.0,244,3,0.0,0.0,52,0.0,361,24,112,0.0,2,2.0,9,19,0.0,12,1,196,99,2221,66,21,12,10.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
144,162,27,37,53,0.0,131,9.0,40,4979,169,51919,6887,94,45,52,56,6591,36,174,60,5.0,240,20.0,4801,51,633,22.0,23,29,37,31,2.0,7.0,12.0,0.0,271,39,1.0,1.0,164,0.0,357,120,646,2.0,32,20.0,97,46,28.0,124,41,371,803,4394,81,217,78,42699,85368,62457,2023-06-10,73,3,3,19,0.0,89,3.0,5,3647,66,39773,6067,29,8,14,6,5579,1,86,13,1.0,32,0.0,4032,0,411,0.0,0,3,2,8,0.0,0.0,11.0,0.0,115,8,0.0,0.0,60,0.0,211,41,159,0.0,8,1.0,29,1,0.0,39,2,174,333,1166,41,70,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,118,39,34,62,0.0,67,13.0,67,2496,97,16123,1059,103,42,62,114,1412,22,155,56,6.0,220,19.0,1024,41,250,22.0,24,36,27,48,1.0,5.0,1.0,4.0,159,34,2.0,7.0,226,0.0,199,87,957,0.0,30,40.0,119,26,28.0,63,46,311,2246,3262,97,91,143,12831,32046,259,2023-01-08,0,0,0,0,0.0,0,0.0,0,1,0,122,6,1,0,0,0,4,0,0,0,0.0,0,0.0,1,0,7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,10,73,0,0,33,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,94,43,54,100,0.0,108,15.0,112,6963,92,24826,1639,105,54,59,179,2495,43,220,74,4.0,237,33.0,1726,51,299,39.0,30,34,51,44,9.0,8.0,0.0,5.0,406,57,2.0,5.0,439,1.0,230,87,1035,0.0,27,23.0,115,56,39.0,69,71,404,2496,4906,139,75,176,20423,50707,457,2023-01-20,0,0,0,0,0.0,9,0.0,0,42,0,188,2,0,0,0,0,1,0,0,1,0.0,0,0.0,7,0,9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,9,1,0,0.0,0,0.0,0,0,0.0,0,0,3,0,144,0,0,41,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,88,39,42,89,1.0,89,13.0,78,2631,121,22275,1442,88,45,58,154,1930,29,199,43,14.0,256,17.0,1450,53,314,15.0,33,32,38,27,9.0,9.0,3.0,1.0,251,55,5.0,4.0,341,2.0,270,111,1144,1.0,21,23.0,119,46,25.0,89,68,280,2716,5027,132,92,205,17063,42755,366,2023-01-17,0,0,0,0,0.0,9,0.0,0,5,0,146,4,1,0,0,0,1,0,0,0,0.0,1,0.0,0,0,8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,5,1,0,0.0,0,0.0,0,0,0.0,0,0,0,2,134,0,0,49,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,301,43,43,123,0.0,102,7.0,73,10232,320,80311,8387,203,49,55,329,13538,63,351,105,89.0,374,26.0,4553,58,1017,22.0,28,118,38,92,9.0,22.0,1.0,11.0,514,52,3.0,10.0,1038,6.0,506,202,1476,5.0,40,35.0,156,85,35.0,212,82,801,2666,6436,151,202,468,68520,136284,87660,2023-04-06,133,8,3,36,0.0,33,1.0,16,7763,184,51580,6250,82,0,1,119,11627,4,80,31,79.0,62,0.0,3477,0,689,0.0,2,29,3,48,0.0,1.0,0.0,2.0,275,11,0.0,0.0,803,2.0,194,76,708,1.0,5,1.0,38,3,1.0,136,14,505,663,1677,42,46,114,1.0,0.0,1.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
149,304,59,47,342,1.0,250,28.0,166,20624,417,115486,12629,215,70,114,343,20577,54,1057,81,27.0,481,27.0,14680,55,1086,35.0,21,56,49,79,9.0,17.0,6.0,7.0,857,69,1.0,6.0,2487,5.0,1011,284,2158,0.0,49,44.0,219,42,35.0,363,75,1083,3853,10437,289,149,294,105552,213350,154845,2023-02-26,127,6,3,184,0.0,154,7.0,46,15008,263,86697,9819,91,22,47,153,17521,2,866,7,11.0,169,1.0,12379,5,553,2.0,0,9,11,36,0.0,0.0,6.0,1.0,537,8,0.0,0.0,2108,2.0,479,151,952,0.0,12,5.0,75,3,3.0,272,14,683,1366,3608,199,50,81,20.0,16.0,16.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,34,9,12,70,0.0,25,3.0,18,419,147,13642,9334,38,18,10,19,2004,3,40,13,0.0,149,8.0,2746,14,61,8.0,2,13,10,7,0.0,0.0,0.0,1.0,157,7,0.0,0.0,110,2.0,100,117,578,0.0,5,11.0,23,7,11.0,175,14,74,2041,1151,13,132,25,17334,33630,21118,2023-05-09,11,0,0,36,0.0,2,0.0,0,181,67,7827,8181,2,4,0,5,1621,0,12,0,0.0,66,0.0,1963,0,3,1.0,0,0,0,0,0.0,0.0,0.0,0.0,78,0,0.0,0.0,56,2.0,35,67,87,0.0,0,0.0,5,0,0.0,142,1,19,170,450,3,19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,461,49,61,184,1.0,172,29.0,84,7901,333,84119,8539,177,56,139,264,8980,44,383,120,23.0,627,18.0,5750,52,711,20.0,27,121,45,59,6.0,9.0,7.0,5.0,423,362,3.0,14.0,449,11.0,588,235,1849,1.0,145,43.0,128,63,39.0,158,120,1052,3325,7139,540,201,136,66548,136614,85733,2023-03-29,221,12,1,65,1.0,76,12.0,20,5534,196,54928,6554,53,2,56,56,7020,5,97,33,5.0,152,0.0,4416,2,332,0.0,2,17,1,12,1.0,1.0,2.0,2.0,228,307,0.0,0.0,254,3.0,207,108,995,0.0,94,9.0,16,5,0.0,66,21,448,1183,1654,160,58,27,7.0,3.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,135,50,36,84,1.0,96,20.0,73,4225,98,23658,1829,104,68,58,138,2268,51,323,64,16.0,329,18.0,1754,51,320,22.0,30,48,26,31,15.0,10.0,1.0,1.0,306,53,3.0,6.0,275,6.0,338,87,1246,2.0,33,41.0,96,88,41.0,63,106,658,2187,5455,191,94,115,20295,47546,843,2023-02-11,0,0,0,1,0.0,9,0.0,0,7,0,632,9,2,0,0,1,2,0,1,0,0.0,3,0.0,2,0,7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1,0.0,0,1,1,0.0,0,0.0,0,0,0.0,0,5,6,0,152,0,0,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,81,28,24,82,0.0,51,4.0,43,1365,96,20340,7266,68,45,33,78,1856,27,68,51,7.0,243,9.0,2185,34,115,17.0,29,46,12,19,0.0,2.0,0.0,1.0,261,29,1.0,1.0,157,1.0,353,129,969,0.0,25,22.0,48,26,23.0,59,33,130,1784,2599,46,219,69,19818,41311,14901,2023-04-19,2,0,0,34,0.0,9,0.0,0,370,16,4817,6117,2,2,0,28,927,0,0,0,0.0,24,0.0,1504,0,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,160,0,0.0,0.0,64,0.0,104,27,220,0.0,2,0.0,2,1,0.0,14,0,21,10,378,1,42,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,81,12,15,116,0.0,39,4.0,34,1145,155,19518,6085,53,72,13,17,14374,8,271,29,2.0,226,7.0,3633,13,105,5.0,10,13,10,18,3.0,7.0,0.0,2.0,316,10,2.0,0.0,156,1.0,458,83,449,0.0,8,9.0,25,21,15.0,27,34,657,1951,1640,62,80,33,28191,52147,37351,2023-05-21,48,0,0,81,0.0,12,0.0,12,829,77,12273,5366,3,40,2,2,13539,3,163,8,0.0,24,0.0,2900,0,17,0.0,0,4,0,0,0.0,6.0,0.0,0.0,161,0,1.0,0.0,83,0.0,260,56,18,0.0,0,0.0,1,4,3.0,11,15,533,129,606,32,16,2,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,265,41,53,283,2.0,157,29.0,149,11474,314,88363,11679,144,71,51,494,13733,45,378,66,24.0,481,23.0,7326,36,768,26.0,53,72,34,51,7.0,9.0,15.0,17.0,724,48,3.0,3.0,682,3.0,576,177,1686,9.0,38,34.0,137,83,26.0,421,127,998,3870,7784,137,109,294,73354,154714,103970,2023-03-01,107,2,0,168,2.0,80,14.0,65,8292,192,60780,9348,41,2,9,119,11398,2,127,1,3.0,142,0.0,5597,3,416,0.0,8,22,2,11,0.0,1.0,8.0,14.0,385,3,0.0,0.0,373,0.0,172,66,668,4.0,9,0.0,29,19,0.0,328,36,728,1396,2529,67,22,157,6.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
